TRIALNO,Tunis,Belgrade,Tripoli,Benghazi,Ankara,Izmir,Athens,Thessaloniki,Istanbul,Van,Damascus,Baghdad,Vienna,Budapest,Tehran,Lampedusa,Malta,Skopje,Zahedan,Lesbos,Chios,Frankfurt,Hamburg,Munich,Zagreb,Pozzallo,Rome,Milan,Graz,Samos,Quetta,Herat,Calabria,Cagliari,Paris,Gaziantep,Gevgelija,Roszke,Mersin,Lyon,Gjirokastra,Patras,Igoumenitsa,Brindisi,Bari,Ancona,Alexandria,Crete,Amman,Podgorica,Copenhagen,Stockholm,Bucharest,Sofia,London,Brussels,Luxembourg,
16101,14,337,62,61,661,0,129,0,387,452,535,159,314,332,293,0,57,0,66,19,0,256,0,41,20,118,137,260,10,0,66,227,89,14,380,504,0,258,295,251,66,122,54,70,70,79,410,511,500,20,0,0,74,392,0,0,224,
1652,18,347,70,61,623,0,88,0,321,463,592,176,326,308,287,0,62,0,65,8,0,249,0,26,10,123,156,293,10,0,65,222,84,18,478,442,0,261,282,277,16,73,6,47,47,55,435,539,583,10,0,0,47,360,15,0,256,
16111,15,390,69,70,680,0,117,0,488,443,605,159,370,366,284,0,57,0,63,7,0,363,0,64,31,127,151,322,31,0,63,221,77,15,515,469,0,275,260,274,52,100,21,71,71,119,428,443,585,45,0,0,91,484,0,0,359,
1691,19,244,63,70,592,0,183,0,293,459,539,168,270,254,291,0,55,0,61,35,0,190,0,5,7,120,155,273,7,0,61,230,86,19,386,437,0,189,304,220,26,143,19,64,64,102,465,572,558,7,0,0,65,283,0,0,208,
1672,12,319,63,66,610,0,57,0,330,462,486,166,310,298,296,0,52,0,69,0,0,250,0,19,6,118,167,306,0,0,69,227,136,12,434,430,0,251,282,247,6,84,0,66,57,85,404,529,448,6,0,0,47,351,0,0,286,
16112,14,267,63,63,610,0,180,0,308,442,556,155,286,279,287,0,63,0,67,21,0,255,0,37,14,126,154,329,14,0,67,220,95,14,446,476,0,230,312,283,65,142,51,71,71,107,465,521,574,14,0,0,49,289,0,0,238,
1692,17,281,62,63,625,5,95,0,344,453,558,166,346,327,287,0,49,0,63,10,0,295,0,43,21,106,127,278,21,0,63,224,67,17,423,428,0,258,256,233,46,79,38,45,45,80,400,466,509,21,0,0,69,298,14,0,286,
15151,13,699,70,65,924,0,62,0,721,444,441,152,665,663,292,0,65,0,66,9,0,616,0,65,8,130,180,275,0,0,66,226,86,13,734,822,0,606,342,252,8,53,0,12,12,24,0,166,0,8,0,0,57,757,0,0,598,
15132,12,637,67,61,945,5,50,0,646,447,445,157,626,613,290,0,58,0,61,5,0,642,0,32,0,119,135,303,0,0,61,229,103,12,680,819,0,572,326,244,11,87,22,69,69,84,0,206,0,0,0,0,41,670,5,0,627,
1622,13,271,67,66,624,6,151,0,315,449,510,160,333,300,289,0,57,0,62,6,0,241,0,29,23,123,140,267,23,0,62,227,60,13,439,465,0,242,296,233,40,125,22,82,82,101,420,549,488,23,0,0,58,286,9,0,241,
15142,14,668,66,62,1012,0,20,0,734,441,442,153,658,658,288,0,48,0,65,0,0,528,0,33,0,110,115,228,0,0,65,223,76,14,702,909,0,575,338,214,0,51,0,41,41,55,0,151,0,0,0,0,83,744,11,0,535,
15181,13,669,68,63,939,0,51,0,637,434,445,153,584,584,281,0,41,0,61,0,0,544,0,46,0,104,138,256,0,0,61,220,103,13,699,917,0,537,410,228,10,83,10,53,53,81,0,198,0,0,0,0,47,722,0,0,545,
1642,11,326,65,64,602,0,175,0,381,470,525,181,335,336,289,0,59,0,64,0,0,377,0,32,49,123,147,303,28,0,64,225,61,11,477,381,0,241,249,217,101,166,82,90,90,154,377,465,459,49,0,0,95,358,4,0,386,
15182,13,615,63,65,928,0,33,0,656,441,441,152,612,606,289,0,51,0,65,0,0,566,0,49,6,112,126,240,6,0,65,224,115,13,727,832,0,531,345,183,6,67,0,61,56,101,0,218,0,6,0,0,75,665,4,0,607,
1621,11,298,61,61,617,18,116,0,359,441,552,154,314,295,287,0,55,0,61,18,0,346,0,39,19,106,103,227,19,0,61,226,89,11,379,459,0,212,290,179,38,115,19,76,76,89,436,491,544,19,0,0,83,362,10,0,311,
15162,15,644,63,68,886,8,39,0,660,441,441,152,599,589,289,0,38,0,62,16,0,528,0,30,0,106,135,237,0,0,62,227,76,15,631,808,0,505,370,194,11,36,11,11,11,39,0,226,0,11,0,0,84,715,0,0,534,
15192,16,608,66,61,913,0,109,0,601,440,446,157,546,558,283,0,39,0,62,12,0,586,0,71,0,99,139,279,0,0,62,221,79,16,649,927,0,508,454,228,13,110,13,79,79,111,0,256,0,0,0,0,50,651,7,0,545,
1651,15,245,63,65,655,0,130,0,306,454,590,163,309,295,291,0,47,0,63,23,0,261,0,14,7,112,136,334,7,0,63,228,81,15,469,536,0,234,335,280,7,130,0,76,76,114,452,522,600,7,0,0,61,256,0,0,295,
1671,18,331,61,63,615,0,96,0,317,442,598,155,290,275,287,0,54,0,64,0,0,239,0,16,11,112,140,272,11,0,64,223,114,18,410,489,0,246,315,225,52,121,45,75,71,103,407,540,558,11,0,0,29,373,8,0,232,
16122,13,418,64,62,793,0,143,0,578,451,578,168,373,353,283,0,58,0,61,17,0,302,0,31,14,108,132,313,14,0,61,222,69,13,464,547,0,311,285,269,99,108,67,51,51,98,427,447,562,32,0,0,42,563,10,0,290,
16131,17,337,61,66,622,0,44,0,394,450,561,166,318,323,284,0,54,0,63,0,0,253,0,16,5,120,116,220,0,0,63,221,65,17,399,447,0,279,291,155,52,60,47,60,60,107,415,500,529,15,0,0,44,392,8,0,278,
16141,15,233,63,61,605,0,87,0,295,447,516,160,259,242,287,0,61,0,62,5,0,226,0,40,17,122,133,283,17,0,62,225,70,15,353,525,0,207,381,222,73,77,46,50,50,95,408,503,480,36,0,0,35,272,12,0,202,
